0,94
0,97
0,48
1,45
1,97
1,96
1,92
1,34
2,49
2,85
2,98
3,98
3,45
4,55
4,37
5,36
5,72
5,48
6,30
6,68
6,70
6,81
7,58
7,45
7,68
7,51
7,62
8,97
8,64
8,53
8,53
8,43
9,62
9,82
9,68
9,42
10,61
10,33
11,61
11,81
11,87
11,71
11,41
11,61
12,46
12,30
12,57
12,75
13,88
13,49
13,42
14,88
14,87
14,88
14,82
15,87
15,69
15,99
15,89
15,32
15,86
16,95
16,80
16,70
16,79
16,92
17,51
17,90
17,67
17,67
17,96
17,71
18,94
18,31
19,64
19,80
20,30
20,39
20,59
20,94
21,65
21,34
21,35
21,78
22,80
22,36
22,80
22,33
22,85
22,57
23,35
23,86
23,40
23,85
24,59
24,55
24,31
25,32
25,51
25,40
26,55
26,87
26,69
26,50
26,61
27,62
27,65
27,61
27,40
27,45
27,46
28,85
28,61
29,71
29,42
29,73
29,81
29,68
29,97
30,34
30,99
30,95
30,52
30,68
30,49
31,92
31,91
32,48
32,33
32,99
32,41
33,62
33,55
33,51
33,84
33,69
34,56
34,84
35,57
35,31
35,90
35,49
35,35
35,76
36,65
36,98
36,69
36,72
36,52
37,79
37,97
37,44
38,81
38,83
39,55
39,36
39,74
39,97
39,65
40,45
40,69
41,36
41,94
41,78
41,46
42,66
42,32
43,71
43,59
43,41
44,30
44,31
44,37
45,68
45,58
45,77
45,59
46,51
46,60
46,93
46,35
46,75
47,87
47,54
47,58
47,97
47,84
48,69
48,35
49,91
49,68
49,43
49,34
50,45
50,76
50,61
50,64
50,83
51,92
51,56
51,65
51,57
52,48
52,79
52,40
52,38
53,95
53,76
54,78
54,84
54,40
54,63
54,80
55,97
55,90
55,54
55,74
56,88
56,65
56,72
56,69
56,93
57,38
57,58
57,99
57,69
57,76
57,92
58,33
58,73
58,50
59,41
59,66
59,84
60,58
60,75
60,81
60,54
60,44
60,77
61,84
61,48
61,57
61,77
62,40
62,55
63,32
63,89
63,64
63,80
63,59
64,90
64,51
65,78
65,33
65,64
65,57
65,89
66,84
66,42
66,97
67,69
67,96
67,62
67,70
67,83
68,84
68,62
68,56
68,58
68,98
68,49
69,80
69,33
69,94
69,77
69,64
69,95
70,76
70,81
70,56
70,90
70,59
71,85
71,39
71,57
72,40
72,55
72,38
72,88
72,51
72,97
73,59
73,85
73,43
73,96
73,91
74,32
74,31
74,82
74,35
74,83
75,55
75,59
75,52
75,61
76,65
76,45
76,32
76,80
77,56
77,99
77,53
77,64
77,32
77,84
78,70
78,99
79,52
79,96
80,98
80,95
81,52
81,77
81,50
82,45
82,77
82,68
83,44
83,56
83,94
83,30
84,57
84,77
84,38
84,40
84,32
84,41
85,35
85,55
85,56
85,98
85,43
85,31
86,56
86,80
87,74
87,78
87,97
87,42
87,94
88,64
88,43
89,70
89,79
89,92
89,50
89,95
90,67
90,95
90,32
91,96
91,76
91,67
91,46
91,62
91,33
92,89
92,81
93,35
93,40
93,49
93,45
94,84
94,59
94,55
94,91
95,99
95,87
96,78
96,90
96,51
96,60
96,79
97,53
97,40
97,82
97,79
97,36
98,47
98,89
99,88
99,36
99,95
100,74
100,51
100,94
101,63
101,72
101,77
102,55
102,85
102,74
103,46
103,33
103,53
103,53
103,62
104,85
104,33
104,44
104,40
104,48
105,61
105,88
105,36
105,30
105,43
105,54
106,32
106,46
106,42
106,51
106,97
106,75
107,55
107,69
107,98
107,47
108,50
108,37
108,42
108,77
108,80
109,87
109,67
109,86
109,45
109,85
109,55
110,60
110,87
110,52
111,94
111,35
111,84
111,60
112,98
112,51
112,67
113,31
113,70
113,93
113,32
113,55
114,85
114,59
114,45
114,92
115,78
115,90
115,94
115,90
116,69
116,92
116,39
116,94
117,52
117,94
117,43
117,68
117,67
117,93
118,34
118,85
118,47
119,48
119,89
119,61
120,35
120,94
120,53
120,56
121,62
121,67
121,49
122,31
122,68
122,33
122,75
123,50
123,78
123,98
123,57
123,99
123,42
124,42
124,47
125,81
125,52
125,41
125,31
125,99
125,30
126,45
126,74
126,92
126,85
127,83
127,86
127,87
127,82
127,98
127,79
128,68
128,76
129,52
129,96
129,91
130,82
130,65
131,89
131,87
131,67
131,59
132,97
132,52
132,63
132,69
132,91
133,65
133,33
133,53
133,36
133,73
134,36
134,54
134,57
134,35
134,53
135,90
135,43
135,91
135,56
136,69
136,54
136,49
136,71
136,80
136,49
137,67
137,72
138,44
138,84
138,36
138,66
138,43
138,75
139,35
139,89
139,81
139,94
139,69
140,47
140,88
140,78
141,35
141,83
141,58
141,45
141,52
141,46
142,42
142,73
142,93
142,84
142,43
142,33
143,64
143,92
143,44
143,67
143,58
143,51
144,83
144,58
144,34
145,43
145,48
145,80
146,36
146,64
146,33
146,60
146,59
147,74
147,51
148,61
148,38
148,53
148,77
148,68
149,62
149,91
149,61
149,56
149,94
150,72
150,80
150,64
150,49
150,65
151,91
151,96
152,43
152,61
152,89
153,78
153,85
153,63
153,39
153,83
153,31
154,77
154,88
154,97
154,60
154,44
154,35
155,89
155,64
155,44
155,77
155,37
156,30
156,44
156,66
156,41
157,98
157,79
157,72
157,79
157,98
157,90
158,54
158,92
159,84
159,48
160,57
160,58
160,99
161,72
161,32
161,99
161,80
161,70
161,73
162,75
162,89
162,54
162,51
162,56
162,31
163,65
163,33
164,62
164,65
164,62
164,76
164,84
164,35
165,80
165,35
166,68
166,34
166,99
167,36
167,56
167,44
167,52
167,31
167,90
168,83
168,76
168,34
168,65
169,77
169,65
169,45
169,77
170,48
170,77
170,45
170,68
171,98
171,59
171,38
171,87
171,85
172,94
172,37
172,63
172,97
172,45
173,30
173,71
173,39
173,46
174,99
174,64
174,68
175,67
175,76
175,32
175,30
176,66
176,30
176,34
176,94
177,67
177,70
178,84
178,76
178,66
178,33
178,80
179,67
179,77
180,53
180,59
180,83
180,79
180,49
181,47
181,86
181,68
181,59
181,91
181,63
182,59
182,34
183,97
183,31
183,81
183,43
184,65
184,95
184,48
184,77
185,77
185,53
185,78
185,76
185,69
185,48
186,60
186,65
186,84
186,79
187,97
187,33
187,54
187,72
187,66
188,49
188,67
188,54
188,34
188,73
188,86
189,85
189,92
189,66
190,87
190,40
191,63
191,33
191,69
191,72
191,48
192,94
192,65
192,67
192,82
192,47
192,84
193,73
193,66
193,64
193,68
194,57
194,64
194,85
194,56
194,60
195,53
195,99
196,75
196,89
196,59
196,70
196,67
197,88
197,45
198,64
198,76
198,44
198,30
198,30
198,75
199,66
199,88
199,36
199,35
199,32
200,65
200,49
200,40
200,45
200,62
201,30
201,44
201,35
202,97
202,37
202,35
202,91
202,56
203,85
203,98
203,60
203,48
203,58
204,40
204,99
204,80
204,95
204,65
205,53
205,95
205,61
205,54
205,84
206,60
206,87
206,55
206,96
207,74
207,36
208,46
208,52
208,59
209,53
209,57
210,40
210,71
210,95
210,92
210,68
210,46
211,64
211,36
211,52
211,87
211,89
211,42
212,43
212,84
212,93
212,87
212,91
212,80
213,88
213,54
213,65
213,96
214,54
214,55
215,84
215,68
215,60
215,45
215,75
215,96
216,71
216,34
216,79
216,71
216,68
217,85
217,46
217,35
217,30
217,73
218,30
218,86
219,97
219,84
219,30
219,40
219,42
219,36
220,93
220,44
221,93
221,47
221,93
221,67
221,39
221,56
222,37
222,68
223,99
223,78
224,96
224,34
224,92
225,81
225,94
225,30
225,84
225,76
225,35
226,88
226,78
226,54
226,68
226,74
227,66
227,88
227,94
227,65
228,54
228,79
228,91
229,32
229,92
229,96
229,52
229,96
229,66
230,97
230,65
230,51
231,87
231,48
231,69
232,60
232,32
232,64
232,30
232,58
232,93
233,69
233,38
233,87
233,97
233,80
233,38
234,71
234,58
234,92
235,55
235,67
236,91
236,90
237,44
237,51
237,70
237,32
238,94
238,34
238,99
238,52
238,67
239,75
239,66
240,45
240,89
240,31
240,61
240,76
241,80
241,31
241,96
241,81
242,84
242,95
243,49
243,79
243,47
243,30
243,68
244,52
244,80
244,32
245,95
245,61
245,52
245,33
245,55
246,57
246,83
246,53
247,67
247,58
247,87
247,33
247,58
247,45
248,32
248,89
248,62
249,35
249,44
250,57
250,61
251,60
251,39
252,51
252,88
252,95
253,94
253,76
253,95
253,80
253,53
254,94
254,39
254,42
254,54
255,36
255,79
256,97
256,31
256,60
256,34
257,77
257,41
257,64
257,72
257,38
257,67
258,36
258,80
258,55
258,65
258,91
258,69
259,46
259,95
259,40
260,60
260,61
260,99
260,96
260,90
261,65
261,97
261,94
261,42
262,89
262,84
262,74
262,96
262,53
263,47
263,49
263,41
264,98
264,46
264,69
264,73
265,55
265,67
265,58
265,74
266,34
266,46
266,95
267,32
267,98
267,91
268,87
268,45
269,90
269,67
269,81
269,70
269,33
270,59
270,96
270,56
270,81
270,39
271,83
271,47
271,33
271,44
271,38
271,68
272,90
272,42
272,93
272,57
272,89
273,37
273,76
273,94
274,47
274,43
274,35
274,88
274,49
274,59
275,87
275,43
275,92
275,50
275,34
275,41
276,62
276,90
277,33
277,40
277,37
277,45
277,66
277,75
278,49
278,49
279,40
279,99
279,99
280,34
280,89
280,71
280,93
281,56
281,60
281,37
282,46
282,54
282,90
282,53
283,46
283,95
283,47
283,68
284,31
284,34
285,94
285,51
285,45
285,53
285,57
285,72
286,48
286,93
286,97
286,83
286,43
286,74
287,73
287,53
288,82
288,34
288,47
288,68
289,53
289,77
289,81
289,80
289,44
289,55
290,56
290,74
290,52
290,77
291,77
291,68
291,86
291,57
291,45
292,60
292,58
292,39
293,48
293,35
293,73
294,54
294,82
294,92
294,86
295,69
295,48
295,36
295,86
295,69
295,87
296,31
296,90
296,93
297,86
297,56
298,35
298,36
298,32
299,32
299,82
300,32
300,71
300,44
300,39
300,76
301,64
301,31
301,52
301,89
302,74
302,32
302,99
302,95
302,90
302,80
303,87
303,30
303,60
303,38
304,31
304,63
304,52
305,60
305,67
305,51
306,91
